DetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
465,668,8,2,55.76,111.52
466,486,24,7,82.31,576.17
467,1782,7,7,313.44,2194.08
468,1826,8,2,55.76,111.52
469,965,19,8,444.21,3553.68
470,112,14,3,32.64,97.92
471,443,20,8,292.08,2336.64
472,365,13,6,82.2,493.2
473,280,15,4,492.13,1968.52
474,1295,12,5,405.22,2026.1
475,415,11,3,162.11,486.33
476,66,23,10,205.83,2058.3
477,123,9,3,476.48,1429.44
478,228,15,8,492.13,3937.04
479,857,6,6,335.29,2011.74
480,451,10,10,125.09,1250.9
481,322,21,10,361.99,3619.9
482,1855,6,10,335.29,3352.9
483,1987,18,4,233.15,932.6
484,178,14,9,32.64,293.76
485,1002,7,10,313.44,3134.4
486,970,15,5,492.13,2460.65
487,30,24,7,82.31,576.17
488,1508,8,4,55.76,223.04
489,671,14,10,32.64,326.4
490,456,19,3,444.21,1332.63
491,1872,19,1,444.21,444.21
492,856,2,1,480.32,480.32
493,964,24,9,82.31,740.79
494,69,14,9,32.64,293.76
495,808,16,2,309.52,619.04
496,927,16,4,309.52,1238.08
497,171,18,1,233.15,233.15
498,1420,24,7,82.31,576.17
499,1946,7,3,313.44,940.32
500,735,10,4,125.09,500.36
501,1327,3,1,370.62,370.62
502,983,22,5,198.15,990.75
503,332,23,8,205.83,1646.64
504,1758,19,10,444.21,4442.1
505,50,15,8,492.13,3937.04
506,1581,5,7,149.06,1043.42
507,379,12,8,405.22,3241.76
508,1442,21,1,361.99,361.99
509,1763,21,2,361.99,723.98
510,789,23,6,205.83,1234.98
511,1088,2,5,480.32,2401.6
512,873,25,5,346.93,1734.65
513,1430,20,9,292.08,2628.72
514,1179,7,2,313.44,626.88
515,1271,11,1,162.11,162.11
516,1055,22,6,198.15,1188.9
517,1819,2,2,480.32,960.64
518,785,12,8,405.22,3241.76
519,1268,2,6,480.32,2881.92
520,751,6,9,335.29,3017.61
521,1444,3,9,370.62,3335.58
522,1453,25,4,346.93,1387.72
523,284,11,4,162.11,648.44
524,1106,4,8,332.84,2662.72
525,1511,25,10,346.93,3469.3
526,1785,23,4,205.83,823.32
527,1543,24,4,82.31,329.24
528,657,12,5,405.22,2026.1
529,1032,22,7,198.15,1387.05
530,568,2,2,480.32,960.64
531,764,12,8,405.22,3241.76
532,996,17,9,386.56,3479.04
533,1699,4,8,332.84,2662.72
534,1454,18,9,233.15,2098.35
535,1843,10,8,125.09,1000.72
536,1272,12,2,405.22,810.44
537,386,15,2,492.13,984.26
538,165,13,3,82.2,246.6
539,591,3,2,370.62,741.24
540,338,9,2,476.48,952.96
541,1428,5,8,149.06,1192.48
542,309,7,9,313.44,2820.96
543,1950,21,1,361.99,361.99
544,601,14,9,32.64,293.76
545,1909,5,8,149.06,1192.48
546,711,14,8,32.64,261.12
547,1511,21,1,361.99,361.99
548,598,7,2,313.44,626.88
549,46,8,9,55.76,501.84
550,1321,11,7,162.11,1134.77
551,1186,11,6,162.11,972.66
552,996,19,9,444.21,3997.89
553,1725,18,8,233.15,1865.2
554,938,10,10,125.09,1250.9
555,271,10,3,125.09,375.27
556,1617,9,4,476.48,1905.92
557,992,12,5,405.22,2026.1
558,1577,2,3,480.32,1440.96
559,724,10,8,125.09,1000.72
560,1959,6,10,335.29,3352.9
561,1893,6,9,335.29,3017.61
562,585,6,3,335.29,1005.87
563,1719,23,3,205.83,617.49
564,331,8,2,55.76,111.52
565,85,11,10,162.11,1621.1
566,260,15,5,492.13,2460.65
567,758,6,4,335.29,1341.16
568,1152,23,1,205.83,205.83
569,1364,11,6,162.11,972.66
570,303,12,8,405.22,3241.76
571,1106,6,9,335.29,3017.61
572,618,4,1,332.84,332.84
573,829,16,3,309.52,928.56
574,1942,15,6,492.13,2952.78
575,320,1,9,398.93,3590.37
576,1999,17,6,386.56,2319.36
577,1326,23,5,205.83,1029.15
578,971,10,10,125.09,1250.9
579,1366,5,10,149.06,1490.6
580,1493,15,6,492.13,2952.78
581,1412,4,8,332.84,2662.72
582,1844,2,3,480.32,1440.96
583,1389,18,2,233.15,466.3
584,631,1,7,398.93,2792.51
585,1265,8,8,55.76,446.08
586,732,3,6,370.62,2223.72
587,113,20,4,292.08,1168.32
588,1195,17,4,386.56,1546.24
589,1601,25,5,346.93,1734.65
590,401,1,2,398.93,797.86
591,1103,15,2,492.13,984.26
592,1999,17,7,386.56,2705.92
593,399,16,6,309.52,1857.12
594,1236,20,9,292.08,2628.72
595,1933,2,6,480.32,2881.92
596,815,5,7,149.06,1043.42
597,758,13,6,82.2,493.2
598,25,10,6,125.09,750.54
599,720,10,8,125.09,1000.72
600,1791,18,2,233.15,466.3
601,442,24,8,82.31,658.48
602,1519,14,8,32.64,261.12
603,592,6,7,335.29,2347.03
604,1493,14,3,32.64,97.92
605,1712,19,10,444.21,4442.1
606,177,5,4,149.06,596.24
607,622,16,9,309.52,2785.68
608,687,3,10,370.62,3706.2
609,1549,13,2,82.2,164.4
610,14,14,5,32.64,163.2
611,849,6,9,335.29,3017.61
612,947,23,10,205.83,2058.3
613,1547,5,4,149.06,596.24
614,381,13,5,82.2,411.0
615,1135,16,1,309.52,309.52
616,1686,10,10,125.09,1250.9
617,623,16,9,309.52,2785.68
618,1516,15,4,492.13,1968.52
619,55,1,3,398.93,1196.79
620,538,10,8,125.09,1000.72
621,255,21,5,361.99,1809.95
622,855,6,8,335.29,2682.32
623,1858,23,4,205.83,823.32
624,59,4,5,332.84,1664.2
625,1010,3,10,370.62,3706.2
626,1527,12,10,405.22,4052.2
627,985,19,7,444.21,3109.47
628,1779,9,8,476.48,3811.84
629,1996,23,2,205.83,411.66
630,765,17,10,386.56,3865.6
631,36,9,3,476.48,1429.44
632,1192,2,3,480.32,1440.96
633,655,15,3,492.13,1476.39
634,732,6,1,335.29,335.29
635,559,12,7,405.22,2836.54
636,1304,12,1,405.22,405.22
637,594,10,9,125.09,1125.81
638,1309,3,9,370.62,3335.58
639,397,25,3,346.93,1040.79
640,1567,4,10,332.84,3328.4
641,1542,6,9,335.29,3017.61
642,661,11,5,162.11,810.55
643,556,22,6,198.15,1188.9
644,197,18,10,233.15,2331.5
645,721,5,1,149.06,149.06
646,281,17,5,386.56,1932.8
647,764,25,8,346.93,2775.44
648,844,11,3,162.11,486.33
649,210,7,3,313.44,940.32
650,1031,8,4,55.76,223.04
651,1629,18,10,233.15,2331.5
652,1413,17,9,386.56,3479.04
653,1460,18,2,233.15,466.3
654,855,15,2,492.13,984.26
655,239,5,1,149.06,149.06
656,983,12,5,405.22,2026.1
657,1416,12,3,405.22,1215.66
658,1674,15,10,492.13,4921.3
659,1072,25,6,346.93,2081.58
660,353,23,5,205.83,1029.15
661,59,24,2,82.31,164.62
662,456,5,3,149.06,447.18
663,1410,8,5,55.76,278.8
664,257,7,3,313.44,940.32
665,161,14,2,32.64,65.28
666,160,1,8,398.93,3191.44
667,1552,14,1,32.64,32.64
668,403,4,1,332.84,332.84
669,1625,22,9,198.15,1783.35
670,1215,2,8,480.32,3842.56
671,244,9,1,476.48,476.48
672,136,10,1,125.09,125.09
673,1546,4,2,332.84,665.68
674,1885,20,4,292.08,1168.32
675,1204,7,3,313.44,940.32
676,1374,12,1,405.22,405.22
677,186,5,5,149.06,745.3
678,1944,19,6,444.21,2665.26
679,722,6,9,335.29,3017.61
680,1600,24,10,82.31,823.1
681,496,17,10,386.56,3865.6
682,140,4,10,332.84,3328.4
683,1564,1,9,398.93,3590.37
684,445,23,4,205.83,823.32
685,1975,10,3,125.09,375.27
686,1847,25,9,346.93,3122.37
687,9,24,2,82.31,164.62
688,1893,7,9,313.44,2820.96
689,1744,23,8,205.83,1646.64
690,751,23,10,205.83,2058.3
691,380,15,2,492.13,984.26
692,371,12,7,405.22,2836.54
693,869,7,9,313.44,2820.96
694,467,14,2,32.64,65.28
695,1560,11,2,162.11,324.22
696,955,4,9,332.84,2995.56
697,279,16,6,309.52,1857.12
698,1444,10,9,125.09,1125.81
699,1479,2,2,480.32,960.64
700,672,16,2,309.52,619.04
701,789,10,8,125.09,1000.72
702,1230,24,5,82.31,411.55
703,1408,15,4,492.13,1968.52
704,1135,14,5,32.64,163.2
705,1752,14,4,32.64,130.56
706,1755,3,8,370.62,2964.96
707,1924,22,6,198.15,1188.9
708,368,1,8,398.93,3191.44
709,1377,4,7,332.84,2329.88
710,898,17,2,386.56,773.12
711,245,5,7,149.06,1043.42
712,821,23,10,205.83,2058.3
713,209,24,3,82.31,246.93
714,133,12,4,405.22,1620.88
715,694,7,10,313.44,3134.4
716,1729,13,2,82.2,164.4
717,477,14,8,32.64,261.12
718,571,25,10,346.93,3469.3
719,1216,9,7,476.48,3335.36
720,730,16,10,309.52,3095.2
721,1946,13,8,82.2,657.6
722,1048,9,3,476.48,1429.44
723,1573,15,2,492.13,984.26
724,251,9,8,476.48,3811.84
725,1019,8,3,55.76,167.28
726,61,4,1,332.84,332.84
727,1701,3,8,370.62,2964.96
728,1389,1,3,398.93,1196.79
729,784,20,6,292.08,1752.48
730,313,10,10,125.09,1250.9
731,1277,4,2,332.84,665.68
732,1354,25,9,346.93,3122.37
733,1572,16,8,309.52,2476.16
734,414,10,8,125.09,1000.72
735,1005,17,5,386.56,1932.8
736,1111,11,9,162.11,1458.99
737,1120,1,1,398.93,398.93
738,882,4,7,332.84,2329.88
739,922,11,7,162.11,1134.77
740,907,15,1,492.13,492.13
741,68,6,9,335.29,3017.61
742,1351,25,5,346.93,1734.65
743,1812,23,3,205.83,617.49
744,1007,14,3,32.64,97.92
745,640,23,7,205.83,1440.81
746,999,25,2,346.93,693.86
747,1166,22,8,198.15,1585.2
748,1352,18,9,233.15,2098.35
749,1172,16,8,309.52,2476.16
750,1152,6,9,335.29,3017.61
751,115,13,5,82.2,411.0
752,1014,19,7,444.21,3109.47
753,1264,22,6,198.15,1188.9
754,1570,10,6,125.09,750.54
755,126,1,10,398.93,3989.3
756,93,5,6,149.06,894.36
757,715,24,10,82.31,823.1
758,56,25,6,346.93,2081.58
759,780,4,7,332.84,2329.88
760,707,12,7,405.22,2836.54
761,720,2,4,480.32,1921.28
762,508,8,5,55.76,278.8
763,1214,3,2,370.62,741.24
764,1780,10,2,125.09,250.18
765,692,6,1,335.29,335.29
766,1103,11,1,162.11,162.11
767,944,22,7,198.15,1387.05
768,1164,17,7,386.56,2705.92
769,547,1,8,398.93,3191.44
770,1205,1,6,398.93,2393.58
771,774,19,7,444.21,3109.47
772,661,19,2,444.21,888.42
773,1656,16,2,309.52,619.04
774,1415,22,4,198.15,792.6
775,689,16,9,309.52,2785.68
776,1662,25,6,346.93,2081.58
777,342,20,5,292.08,1460.4
778,745,14,4,32.64,130.56
779,1018,21,2,361.99,723.98
780,1722,18,4,233.15,932.6
781,589,9,1,476.48,476.48
782,609,19,7,444.21,3109.47
783,1648,8,10,55.76,557.6
784,1522,3,10,370.62,3706.2
785,195,19,6,444.21,2665.26
786,560,3,10,370.62,3706.2
787,1641,17,8,386.56,3092.48
788,875,7,6,313.44,1880.64
789,1630,3,5,370.62,1853.1
790,1034,10,7,125.09,875.63
791,1359,18,6,233.15,1398.9
792,410,14,7,32.64,228.48
793,515,20,9,292.08,2628.72
794,929,22,9,198.15,1783.35
795,370,1,9,398.93,3590.37
796,1767,6,10,335.29,3352.9
797,1023,7,8,313.44,2507.52
798,549,21,9,361.99,3257.91
799,1657,20,7,292.08,2044.56
800,1915,19,1,444.21,444.21
801,1070,7,6,313.44,1880.64
802,948,5,4,149.06,596.24
803,309,24,5,82.31,411.55
804,1729,14,7,32.64,228.48
805,653,3,4,370.62,1482.48
806,1733,14,5,32.64,163.2
807,1687,10,3,125.09,375.27
808,526,22,10,198.15,1981.5
809,484,13,4,82.2,328.8
810,233,5,4,149.06,596.24
811,57,8,5,55.76,278.8
812,951,16,9,309.52,2785.68
813,894,14,1,32.64,32.64
814,414,6,5,335.29,1676.45
815,280,1,5,398.93,1994.65
816,1618,9,9,476.48,4288.32
817,361,21,1,361.99,361.99
